SMILES                                                                                                                    ,SMILES                                                                                                                    ,MolWt             ,MolLogP              ,pChEMBL Value     ,pChEMBL Value_pred_mean_cv_train,pChEMBL Value_pred_std_cv_train,pChEMBL Value_pred_mean_cv,pChEMBL Value_pred_std_cv,cv_error_train         ,absolute_cv_error_train,cv_error              ,absolute_cv_error
O=C1/C(=C/c2ccc(O)c(O)c2)CNC/C1=C\c1ccc(O)c(O)c1                                                                          ,O=C1/C(=C/c2ccc(O)c(O)c2)CNC/C1=C\c1ccc(O)c(O)c1                                                                          ,339.3470000000001 ,2.1483000000000008   ,6.7               ,6.699744475800149               ,0.05005697802619454            ,6.60787284285602          ,0.13594065486336793      ,-0.00025552419985075403,0.00025552419985075403 ,-0.09212715714398012  ,0.09212715714398012
O=C(O)c1ccc2ccc(/C=C/c3ccc(O)cc3)nc2c1O                                                                                   ,O=C(O)c1ccc2ccc(/C=C/c3ccc(O)cc3)nc2c1O                                                                                   ,307.30500000000006,3.514600000000001    ,5.8               ,5.767214833838496               ,0.03508261422587209            ,5.380260377109847         ,0.14798402171092626      ,-0.03278516616150373   ,0.03278516616150373    ,-0.41973962289015265  ,0.41973962289015265
O=[N+]([O-])c1cccc(/C=N/CCN2CCN(CC/N=C/c3cccc([N+](=O)[O-])c3O)C2c2cccc([N+](=O)[O-])c2O)c1O                              ,O=[N+]([O-])c1cccc(/C=N/CCN2CCN(CC/N=C/c3cccc([N+](=O)[O-])c3O)C2c2cccc([N+](=O)[O-])c2O)c1O                              ,593.5530000000002 ,3.382400000000003    ,4.3075            ,4.328759292227247               ,0.02289584019402185            ,4.665999863857687         ,0.26733398725312074      ,0.02125929222724654    ,0.02125929222724654    ,0.35849986385768684   ,0.35849986385768684
O=c1oc2ccccc2c(O)c1C1c2c(c3ccccc3oc2=O)Oc2c1c(=O)oc1ccccc21                                                               ,O=c1oc2ccccc2c(O)c1C1c2c(c3ccccc3oc2=O)Oc2c1c(=O)oc1ccccc21                                                               ,478.4120000000002 ,4.997300000000003    ,4.550000000000002 ,4.565819201496632               ,0.023653908129162116           ,4.765193697462452         ,0.11939348640455244      ,0.01581920149663052    ,0.01581920149663052    ,0.21519369746245065   ,0.21519369746245065
O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23                                                                                ,O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23                                                                                ,302.194           ,1.3127999999999995   ,5.29              ,5.298915564271092               ,0.020556024957379956           ,5.438697501813868         ,0.1426661883149263       ,0.00891556427109208    ,0.00891556427109208    ,0.1486975018138681    ,0.1486975018138681
O=C1c2c(c(O)c3nccnc3c2O)C(=O)N1CCc1ccc2c(c1)OCO2                                                                          ,O=C1c2c(c(O)c3nccnc3c2O)C(=O)N1CCc1ccc2c(c1)OCO2                                                                          ,379.32800000000015,1.6083999999999996   ,5.85              ,5.864866642692277               ,0.025935133442743685           ,5.8961247136921955        ,0.16877725612135216      ,0.014866642692277665   ,0.014866642692277665   ,0.04612471369219584   ,0.04612471369219584
COc1cc2c(cc1Cc1cccc(Cl)c1F)c(=O)c(C(=O)O)cn2CCO                                                                           ,COc1cc2c(cc1Cc1cccc(Cl)c1F)c(=O)c(C(=O)O)cn2CCO                                                                           ,405.80900000000014,3.083900000000001    ,8.04              ,8.025073464109482               ,0.033135621132749656           ,7.375603559544198         ,0.24820346857435197      ,-0.014926535890516845  ,0.014926535890516845   ,-0.6643964404558007   ,0.6643964404558007
Cc1cc(S(=O)(=O)Nc2n[nH]c(-c3ccc(Cl)cn3)n2)c(S)cc1Cl                                                                       ,Cc1cc(S(=O)(=O)Nc2n[nH]c(-c3ccc(Cl)cn3)n2)c(S)cc1Cl                                                                       ,416.31500000000005,3.5714200000000007   ,5.02              ,5.035035839574652               ,0.03473594856898667            ,5.373931454125629         ,0.10953679449974177      ,0.015035839574652599   ,0.015035839574652599   ,0.35393145412562976   ,0.35393145412562976
O=C1/C(=C/c2ccc(O)c(O)c2)COC/C1=C\c1ccc(O)c(O)c1                                                                          ,O=C1/C(=C/c2ccc(O)c(O)c2)COC/C1=C\c1ccc(O)c(O)c1                                                                          ,340.33099999999996,2.575300000000002    ,6.7               ,6.667687513984321               ,0.03133623234749873            ,5.855973598308774         ,0.150182909327771        ,-0.032312486015679376  ,0.032312486015679376   ,-0.8440264016912264   ,0.8440264016912264
O=C(O)C(=O)/C=C(\O)c1ccc2c(c1)c(=O)c(/C(O)=C/C(=O)C(=O)O)cn2Cc1ccc(F)cc1                                                  ,O=C(O)C(=O)/C=C(\O)c1ccc2c(c1)c(=O)c(/C(O)=C/C(=O)C(=O)O)cn2Cc1ccc(F)cc1                                                  ,481.38800000000015,2.2941000000000003   ,7.31              ,7.231326062791335               ,0.11655353347084187            ,5.760019477308889         ,0.1837448166149937       ,-0.07867393720866467   ,0.07867393720866467    ,-1.5499805226911105   ,1.5499805226911105
